cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;16240;"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.";;"a general lower bound on the number of examples needed for learning.";;"33 proceedings of the 1988 workshop on computational learning theory,";;"morgan kaufmann publishers,";1988,;"pp. 139-154.";;;;ehrenfeucht1988
0;16241;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16242;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16243;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16244;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"inf. and computation,";;;1989.;247-266,;;;;ehrenfeucht1989
0;16245;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant,";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;(1989).;247-251.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16246;"ehrenfeucht, a., haussler, d., kearns m., & valiant, l.g.";82,;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;(1989).;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16247;"ehrenfeucht, a., haussler, d., kearns, m. j., and valiant, l.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16248;"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l. g.";82,;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;(1989).;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16249;"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l.g.";;"a general lower bound on the number of examples needed for learning.";;"information and computation 82,";;;(1989).;"pp. 247-261.";;;;ehrenfeucht1989
0;16250;"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;(1989).;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16251;"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;(1989).;267-284.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16252;"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.";;"a general lower bound on the number of examples needed for learning.";;"information and control 82,";;;(1989).;;;;;ehrenfeucht1989
0;16253;"ehrenfeucht, andrzej, haussler, david, kearns, michael and valiant,";;"leslie 1989. a general lower bound on the number of examples needed for learning.";;"information and computation 82";;;;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16254;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";"82 (3) (1989)";"a general lower bound on the number of examples needed for learning,";;"information and computation,";;;;247-261.,;;;ehrenfeucht1989;ehrenfeucht1989
0;16255;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16256;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16257;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;september,ehrenfeucht1989;ehrenfeucht1989
0;16258;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";;"a general lower bound on the number of examples needed for learning. information and computation,";;;82(3):247251,;;1989.;;;;;ehrenfeucht1989
0;16259;"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.";"vol. 82 (1989),";"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;;"pp. 247-261.";;;;ehrenfeucht1989
0;16260;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82(3),;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16261;"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989,;"pp. 247-261.";;;;ehrenfeucht1989
0;16262;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16263;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16264;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16265;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and control,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16266;"a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16267;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;september,ehrenfeucht1989;ehrenfeucht1989
0;16268;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16269;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;september,ehrenfeucht1989;ehrenfeucht1989
0;16270;"a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.";;"a general lower bound on the number of examples needed for learning. information and computation,";;;82:247261,;;1989.;;;;;ehrenfeucht1989
0;16271;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16272;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16273;"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989,;"pp. 247-261.";;;;ehrenfeucht1989
0;16274;"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;september,ehrenfeucht1989;ehrenfeucht1989
0;16275;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82;"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-261,;;;;ehrenfeucht1989
0;16276;"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;september,ehrenfeucht1989;ehrenfeucht1989
0;16277;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";82(3);"a general lower bound on the number of examples needed for learning.";;"information and computation,";;;1989.;247-251,;;;;ehrenfeucht1989
0;16278;"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.";;"a general lower bound on the number of examples needed for learning. information and computation,";;;82(3):247251,;;1989.;;;;;ehrenfeucht1989
0;16279;"m. feder, y. freund, and y. mansour.";;"optimal universal learning and prediction of probabilistic concepts.";;"in proc. of ieee information theory conference,";;ieee,;1995.;"page 233.";;;;feder1995
0;16280;"m. feder, y. freund, and y. mansour.";;"optimal universal learning and prediction of probabilistic concepts.";;"in proc. of ieee information theory conference,";;ieee,;1995.;"page 233.";;;;feder1995
0;16281;"m. feder, yoav freund and yishay mansour,";;"optimal universal learning and prediction of probabilistic concepts,";;;;;;;;"to appear in proc. ieee information theory conference, 1995";" published by ieee. 13";feder1995
0;16282;"m. feder, y. freund, and y. mansour.";;"optimal universal learning and prediction of probabilistic concepts.";;"in proc. of ieee information theory conference,";;ieee,;1995.;"page 233.";;;;feder1995
0;16283;"yoav freund and robert e. schapire.";;"adaptive game playing using multiplicative weights. games and economic behavior,";;;;;;;;"(to appear).";;freund0000a
0;16284;"yoav freund and robert e. schapire.";;"adaptive game playing using multiplicative weights. games and economic behavior,";;;;;;;;"(to appear).";;freund0000a
0;16285;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";;;1990.;"pages 202-216,";;;august;freund1995a
0;16286;"freund, y.";;"boosting a weak learning algorithm by majority,";;"in proceedings of the third annual workshop on computational learning theory";;;;(1990),;"pp. 202-216.";"to appear in information and computation.";;freund1995a
0;16287;"freund, y.";;"boosting a weak learning algorithm by majority,";;"in proceedings of the third annual workshop on computational learning theory,";;;(1990),;"pp. 202-216.";;"to appear in information and computation.";;freund1995a
0;16288;"freund, y.";;"boosting a weak learning algorithm by majority,";;"in `proceedings of the third annual workshop on computational learning theory";;;(1990),;"pp. 202-216.";;;;freund1995a
0;16289;"freund, y.";;"boosting a weak learning algorithm by majority.";;"in 3rd annual workshop on computational learning theory,";;;(1990).;"pages 202-216.";;;;freund1995a
0;16290;"freund, y.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";"rochester, ny.";"morgan kaufmann.";(1990).;"(pp. 202-216),";;;;freund1995a
0;16291;"freund, y.";;"boosting a weak learning algorithm by majority.";;"proc. 3rd work. comp. learning theory (pp.";;;(1990).;202-216).;;;;freund1995a
0;16292;"freund, y.";;"boosting a weak learning algorithm by majority.";;"proceedings of the third annual workshop on computational learning theory (pp.";"san francisco:";"morgan kaufmann.";(1990).;202-216).;;;;freund1995a
0;16293;"freund, y.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third workshop on computational learning theory,";"san mateo, ca.";"morgan kaufmann.";1990.;202-216.,;;;freund1995a;freund1995a
0;16294;"y. freund.";;"boosting a weak learning algorithm by majority.";;"in proc. 3rd work. comp. learning theory,";;;1990.;"pages 202-216,";;;;freund1995a
0;16295;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";;"morgan kaufmann,";1990.;"pages 202-216.";;;;freund1995a
0;16296;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proc. of the 3rd ann. workshop on comput. learning theory,";;"morgan kaufmann,";1990.;"pages 202-216.";;;august;freund1995a
0;16297;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";;"morgan kaufmann,";1990.;"pages 202-216.";;;;freund1995a
0;16298;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";;"morgan kaufmann,";1990.;"pages 202-216.";;;22;freund1995a
0;16299;"y. freund.";;"boosting a weak learning algorithm by majority.";;"in proc. 3rd work. comp. learning theory,";;;1990.;"pages 202-216,";;;;freund1995a
0;16300;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the third annual workshop on computational learning theory,";;"morgan kaufmann,";1990.;"pages 202-216.";;;;freund1995a
0;16301;"freund, y.,";;"boosting a weak learning algorithm by majority,";;"proceedings of the 1990 workshop on computational learning theory, p.";;;1990.;202-231.,;;;august,freund1995a;freund1995a
0;16302;"freund, y.,";;"boosting a weak learning algorithm by majority voting,";;"proceedings of the 3rd annual workshop on computational learning theory,";;;1990.;"pp. 202-216,";;;;freund1995a
0;16303;"y. freund.";;"boosting a weak learning algorithm by majority.";;"in proceedings of the 1990 workshop on computational learning theory,";"san mateo, ca,";;1990.;"pages 202-231,";;"morgan kaufmann. 34 references";august;freund1995a
