author	volume	title	institution	venue	address	publisher	year	pages	editor	note	month	class
michael j. kearns and robert e. schapire.		efficient distributionfree learning of probabilistic concepts.		in proceedings of the thirtyfirst annual symposium on foundations of computer science,		ieee,	1990.	pages 382391.				kearns1990c
michael kearns and robert e. shapire.		efficient distributionfree learning of probabilistic concepts.		in proceedings of the 31st symposium on foundation of computer science,			1990.				october	kearns1990c
michael kearns and robert schapire.		efficient distributionfree learning of probabilistic concepts.		proceedings of ieee symposium on foundations of computer science,			1990.				october,	kearns1990c
m. j. kearns and r. e. schapire,		efficient distributionfree learning of probabilistic concepts,		proceedings of 31st annual ieee symposium on foundations of computer science october 1990,				382391.,			kearns1990c	
m. j. kearns and r. e. schapire,		efficient distributionfree learning of probabilistic concepts,		proceedings of the 31st annual ieee symposium on foundations of computer science october 1990,				382391.,			kearns1990c	
michael j. kearns and robert e. schapire.		efficient distributionfree learning of probabilistic concepts.		in 31st annual symposium on foundations of computer science,			1990.	pages 382391,				kearns1990c
kearns, m.		oblivious pac learning of concepts hierarchies.		in proc. of the national conference on artificial intelligence 1992,			1992.	pp. 215222.				kearns1992a
kearns, m.		oblivious pac learning of concepts hierarchies.		in proceedings of the national conference on artificial intelligence,			1992.	215222.,			kearns1992a	
kearns, m.		oblivious pac learning of concepts hierarchies.		in proceedings of the national conference on artificial intelligence,			1992.	pages 215222.				kearns1992a
kearns, m. j., r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proc. 5th annu. workshop on comput. learning theory,	new york, ny.	acm press,	1992.	pages 341352.				kearns1992c
kearns, m. j., schapire, r. e., & sellie, l. m.		toward efficient agnostic learning.		in proceedings of the fifth acm workshop on computational learning theory,	pittsburgh, pa.	acm press.	1992.	pp. 341352,				kearns1992c
kearns, m. j., schapire, r. e., and sellie, l. m.		toward efficient agnostic learning.		in proceedings of the fifth annual acm workshop on computational learning theory 1992,			1992.	pp. 341352.				kearns1992c
kearns, m.j., schapire, r.e., and sellie, l.m.		toward efficient agnostic learning.		in proc. 5th annu. workshop on comput. learning theory.			1992.					kearns1992c
m. kearns, r. schapire, , and l. sellie.		toward efficient agnostic learning.		in proceedings of the fifth annual acm workshop on computational learning theory colt92,	pittsburgh, pennsylvania, july 1992.	acm press.						kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		proceedings of the fifth annual acm workshop on computational learning theory,	new york,	acm press,	1992,	pp. 341352.				kearns1992c
kearns, m., schapire, r., and sellie, l.		1992 toward efficient agnostic learning.		in proc. 5th ann. workshop on computational learning theory.	pittsburgh, pa	morgan kaufmann.						kearns1992c
michael j. kearns, robert e. schapire, and linda m. sellie.		toward efficient agnostic learning.		in fifth annual workshop on computational learning theory,			1992.	pages 341352,				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sallie,		toward efficient agnostic learning,		in proceedings of the 5th annual workshop on computational learning theory,			1992,	pp. 341353.				kearns1992c
michael j. kearns, robert e. schapire, and linda m. sellie.		toward efficient agnostic learning.		in proceedings of the fifth annual acm workshop on computational learning theory,			1992.	pages 341352,			july	kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proceedings of the fifth annual acm workshop on computational learning theory,			1992.	pages 341352,				kearns1992c
m. kearns, r. schapire and l. sellie,		towards efficient agnostic learning.			colt,		1992.					kearns1992c
m. kearns, r. schapire and l. sellie,		towards efficient agnostic learning.			colt,		1992.					kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in 5th colt,			1992.	pages 341352,				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic leaning.		in proceedings colt92,		acm press,	1992.	pages 341352.				kearns1992c
m.j. kearns, r.e. schapire and l.m. sellie,		toward agnostic learning.		proc. 5th ann. workshop on computational learning theory,		acm press 1992 341352.						kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proc. 5th annu. workshop on comput. learning theory,	new york, ny,	acm press,	1992.	pages 341352.				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proceedings of the 5th annual workshop on computational learning theory,	new york, ny,	acm press,	1992.	pages 341352.				kearns1992c
m. j. kearns, r. e. schapire, l. m. sellie,	341  352.	toward efficient agnostic learning,		proc. of the 5th acm workshop on computational learning theory, 1992,								kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic leaning.		in proceedings colt92,		acm press,	1992.	pages 341352.				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proc. 5th annu. workshop on comput. learning theory,		acm press,	1992.	pages 341352.				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proc. 5th workshop on computational learning theory,	new york, ny,	acm press,	1992.	pages 341352.			53	kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proceedings of the fifth annual acm workshop on computational learning theory,			1992.	pages 341352,			86	kearns1992c
m. kearns, e. schapire and l. sellie,		toward efficient agnostic learning.		proc. of 5th annual acm conference on computational learning theory 1992 341352.								kearns1992c
m. kearns, r.e. schapire, and l.m. sellie.		toward efficient agnostic learning.		in acm workshop on computational learning theory,			1992.	pages 341352,				kearns1992c
m. j. kearns, r. e. schapire, and l. m. sellie.		toward efficient agnostic learning.		in proc. 5th annual workshop on computational learning theory.								kearns1992c
m. kearns, r.e. schapire and l.m. sellie,		toward efficient agnostic learning.		5th acm workshop on computational learning theory 1992 341352.								kearns1992c
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns and m. li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,				kearns1993a
m. kearns and m. li.	224	learning in the precence of malicious error.		siam journal of computing,			1993.					kearns1993a
m. kearns and m. li.		learning in the presence of malicious errors.		siam journal on computing,			1993.	22 , 807837.				kearns1993a
kearns, m. & li, m.	22,	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837.,			kearns1993a	
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
michael kearns and ming li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,			august	kearns1993a
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns and m. li.	22 1993,	learning in the presence of malicious errors.		siam journal on computing,				807837.,			kearns1993a	
m. kearns and m. li.	22 1993,	learning in the presence of malicious errors.		siam journal on computing,				807837.,			kearns1993a	
michael kearns and ming li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,			august	kearns1993a
michael kearns and ming li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,			august	kearns1993a
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
michael kearns and ming li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,			august	kearns1993a
michael kearns and ming li.	224	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,			august	kearns1993a
michael kearns and ming li.	22	learning in the presence of malicious errors.		siam journal on computing,			1993.	807837,				kearns1993a
m. kearns and m. li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns, m. li,	vol. 22,	learning in the presence of malicious errors,		siam j. comput.,			1993,	807  837.				kearns1993a
michael kearns and ming li.	22	learning in the presence of malicious errors.		siam j. comput.,			1993.	807837,				kearns1993a
m. kearns.		efficient noisetolerant learning from statistical queries.		in proc. 25th annu. acm sympos. theory comput.,	new york, ny,	acm press,	1993.	pages 392401.				kearns1993b
m.j. kearns.		efficient noisetolerant learning from statistical queries.		in proc. 25th acm symp. on theory of computing,	new york, 392401 1993.	acm press.						kearns1993b
